

3.58|4.11

3.55|3.61

3.51|4.16

3.47|4.37

3.43|3.71

3.39|4.06

3.35|4.42

3.31|3.59

3.27|3.23

3.23|3.82

3.19|3.31

3.15|3.85

3.12|3.78

3.07|3.86

3.04|3.59

3.00|4.64

2.96|3.74

2.92|4.21

2.88|4.14

2.84|4.79

2.80|3.92

2.77|4.96

2.73|4.39

2.69|4.07

2.66|4.76

2.62|4.51

2.59|4.65

2.55|4.79

2.52|4.84

2.49|5.13

2.46|5.54

2.43|4.87

2.40|4.80

2.38|5.28

2.34|4.88

2.32|4.81

2.29|5.77

2.27|5.33

2.24|4.57

2.22|5.03

2.19|5.35

2.17|5.07

2.15|5.40

2.13|4.95

2.10|4.26

2.08|4.95

2.05|5.13

2.03|4.93

2.01|5.31

1.99|4.98

1.97|5.53

1.95|5.62

1.93|5.33

1.91|5.42

1.89|5.12

1.87|5.12

1.85|4.94

1.83|5.18

1.81|5.00

1.79|5.76

1.77|5.16

1.76|6.04

1.74|5.90

1.73|5.64

1.72|6.10

1.70|5.75

1.69|5.70

1.67|5.68

1.67|6.27

1.66|6.20

1.65|6.56

1.64|6.18

1.63|6.04

1.63|6.33

1.62|6.01

1.61|6.00

1.60|6.24

1.59|6.05

1.58|5.65

1.58|6.57

1.57|6.95

1.57|6.48

1.57|6.63

1.57|7.14

1.57|6.69

1.56|6.19

1.57|7.22

1.58|7.82

1.59|7.25

1.60|7.45

1.60|7.51

1.60|6.80

1.61|7.52

1.62|7.43

1.63|6.79

1.64|7.28

1.65|7.61

1.66|7.84

1.68|8.13

1.70|8.51

1.73|8.43

1.75|8.77

1.79|9.13

1.82|9.06

1.86|9.11

1.89|8.84

1.92|8.38

1.95|8.37

1.97|8.05

2.00|7.73

2.01|7.60

2.03|7.75

2.05|7.69

2.07|8.03

2.10|8.24

2.13|8.86

2.16|8.57

2.19|9.03

2.23|8.99

2.26|8.90

2.29|8.95

2.33|9.39

2.38|9.94

2.42|9.49

2.46|9.08

2.50|9.80

2.54|9.39

2.59|9.81

2.64|10.11

2.69|9.89

2.73|9.31

2.78|9.81

2.84|10.42

2.89|10.65

2.95|10.64

3.02|10.88

3.08|10.96

3.15|10.63

3.21|10.75

3.28|10.88

3.34|10.79

3.41|11.11

3.48|10.89

3.55|10.62

3.61|10.64

3.68|10.63

3.75|10.73

3.81|10.50

3.87|10.38

3.92|9.74

3.98|9.94

4.04|10.49

4.11|10.87

4.18|11.21

4.25|10.96

4.32|11.28

4.40|11.57

4.48|11.71

4.56|11.94

4.64|11.61

4.71|11.21

4.79|11.21

4.86|11.32

4.92|10.62

4.98|10.43

5.04|10.71

5.10|10.29

5.16|10.78

5.23|11.29

5.29|11.17

5.36|11.27

5.42|10.61

5.48|11.42

5.55|11.30

5.62|11.55

5.68|11.35

5.74|11.17

5.81|11.79

5.89|12.21

5.96|12.19

6.04|12.10

6.10|11.72

6.17|11.84

6.24|11.90

6.32|12.24

6.39|12.38

6.46|12.16

6.55|12.89

6.63|12.60

6.69|11.48

6.74|11.02

6.80|11.26

6.85|11.13

6.88|10.21

6.93|11.26

6.98|11.58

7.04|11.89

7.10|12.12

7.17|12.96

7.24|12.48

7.30|12.62

7.37|13.12

7.45|13.04

7.51|12.85

7.58|12.98

7.64|12.51

7.71|12.77

7.77|12.71

7.83|12.68

7.90|13.17

7.96|13.13

8.04|13.47

8.11|13.76

8.19|13.71

8.25|13.27

8.32|13.26

8.40|14.00

8.48|14.28

8.56|14.04

8.64|14.45

8.73|14.72

8.81|14.04

8.89|14.24

8.96|13.78

9.03|13.75

9.10|13.68

9.17|13.73

9.24|13.95

9.31|14.06

9.39|14.46

9.47|14.24

9.54|14.37

9.62|14.21

9.69|14.32

9.77|14.50

9.84|14.54

9.91|14.07

9.98|14.50

10.06|14.90

10.14|14.65

10.21|14.79

10.29|14.92

10.36|14.71

10.44|14.81

10.52|15.04

10.59|14.63

10.66|14.98

10.74|15.10

10.81|14.71

10.89|15.17

10.98|15.81

11.07|15.79

11.16|16.31

11.25|16.17

11.36|16.77

11.45|15.97

11.54|15.96

11.62|15.97

11.70|15.63

11.77|14.85

11.86|15.76

11.92|14.84

11.98|14.31

12.04|14.96

12.12|15.55

12.19|15.36

12.26|15.37

12.33|15.49

12.39|15.27

12.46|15.52

12.54|16.14

12.62|16.28

12.69|15.99

12.77|16.33

12.85|16.24

12.92|16.10

13.00|16.20

13.07|16.28

13.14|15.77

13.21|16.04

13.28|15.94

13.34|15.96

13.41|16.30

13.48|16.05

13.54|16.07

13.60|15.94

13.67|16.52

13.73|15.70

13.79|15.98

13.85|16.05

13.90|15.85

13.95|15.97

14.01|16.26

14.07|16.30

14.13|16.50

14.19|16.42

14.26|16.95

14.32|16.79

14.38|16.38

14.45|16.97

14.51|17.22

14.58|17.08

14.64|16.83

14.70|16.74

14.76|16.91

14.82|17.02

14.88|16.83

14.93|16.81

14.98|16.40

15.03|16.63

15.09|17.28

15.15|17.41

15.21|17.41

15.27|17.30

15.32|17.10

15.38|17.11

15.42|16.79

15.47|17.06

15.52|16.73

15.56|17.13

15.61|16.93

15.65|17.10

15.69|16.81

15.73|16.70

15.76|16.44

15.79|16.68

15.81|16.46

15.83|16.19

15.85|16.32

15.88|16.62

15.91|17.37

15.95|17.60

16.00|17.94

16.03|17.65

16.07|17.67

16.11|18.05

16.15|17.69

16.18|17.69

16.22|18.01

16.26|18.12

16.31|18.52

16.36|19.04

16.42|19.47

16.48|19.35

16.54|19.34

16.61|19.39

16.67|19.36

16.72|19.23

16.79|19.78

16.86|19.99

16.93|20.03

17.00|19.65

17.06|19.72

17.13|19.56

17.19|19.97

17.27|20.15

17.34|20.13

17.41|19.99

17.48|20.06

17.55|20.37

17.63|20.42

17.71|20.83

17.79|20.70

17.86|20.61

17.94|20.53

18.01|20.55

18.09|20.86

18.17|20.60

18.24|20.24

18.31|20.20

18.37|19.95

18.43|19.88

18.47|19.39

18.52|19.05

18.58|20.03

18.64|20.37

18.70|20.54

18.79|21.58

18.87|21.60

18.95|21.12

19.03|21.59

19.09|20.65

19.15|20.28

19.21|20.45

19.28|20.56

19.33|19.99

19.38|20.20

19.44|20.82

19.51|21.12

19.57|21.03

19.64|21.20

19.71|21.35

19.79|21.90

19.86|21.82

19.94|21.53

19.99|20.85

20.04|20.46

20.10|20.89

20.16|21.04

20.21|20.61

20.26|20.93

20.33|21.49

20.38|20.92

20.43|21.21

20.50|21.71

20.55|21.00

20.59|20.81

20.65|21.22

20.70|21.32

20.75|21.24

20.80|21.43

20.86|21.77

20.93|22.18

21.00|22.57

21.06|22.04

21.11|21.67

21.15|20.74

21.18|20.57

21.21|20.47

21.24|20.46

21.28|21.29

21.31|20.91

21.33|20.68

21.36|20.88

21.38|20.70

21.41|20.99

21.44|21.32

21.46|21.13

21.50|21.85

21.53|21.85

21.57|22.18

21.61|22.17

21.64|21.59

21.68|22.16

21.72|22.31

21.77|22.68

21.80|22.32

21.85|22.92

21.90|22.66

21.94|22.45

21.97|21.91

22.02|23.32

22.07|23.17

22.12|23.18

22.16|22.59

22.20|22.97

22.24|22.52

22.27|22.59

22.32|23.28

22.36|22.65

22.41|23.55

22.48|24.51

22.54|23.94

22.59|23.61

22.66|24.57

22.68|22.17

22.75|24.01

22.78|22.99

22.82|23.02

22.86|22.85

22.90|23.29

22.94|23.23

22.99|23.84

23.04|24.13

23.10|24.54

23.14|23.59

23.23|25.87

23.30|25.26

23.36|24.65

23.43|24.96

23.49|24.81

23.54|24.00

23.60|24.30

23.65|24.24

23.70|24.38

23.75|24.39

23.81|24.69

23.86|24.35

23.93|25.29

24.00|25.43

24.07|25.42

24.14|25.05

24.21|25.50

24.28|25.39

24.34|24.84

24.41|25.25

24.47|24.88

24.53|24.72

24.57|24.28

24.62|24.25

24.70|25.73

24.75|24.89

24.81|25.03

24.87|25.06

24.92|24.67

24.96|24.31

25.01|24.80

25.07|25.44

25.13|25.23

25.20|26.00

25.26|25.45

25.29|23.90

25.34|25.19

25.39|25.24

25.45|25.24

25.52|26.36

25.57|25.10

25.59|23.94

25.64|24.76

25.70|26.31

25.75|25.39

25.79|25.04

25.86|26.18

25.91|25.72

25.97|25.87

26.06|27.71

26.13|27.00

26.17|24.26

26.21|25.08

26.28|26.73

26.31|24.43

26.39|27.15

26.46|26.59

26.46|23.20

26.50|24.75

26.57|27.47

26.58|23.69

26.62|24.89

26.68|26.52

26.68|23.42

26.72|25.26

26.80|27.50

26.81|24.33

26.85|25.36

26.92|27.45

26.96|25.98

26.99|25.26

27.07|27.69

27.10|25.75

27.14|25.33

27.20|27.06

27.23|25.53

27.27|25.48

27.33|26.91

27.40|27.93

27.45|26.29

27.52|27.39

27.53|25.16

27.58|25.97

27.75|31.84

27.83|28.64

27.90|26.92

28.04|29.97

28.15|29.72

28.22|26.60

28.34|29.37

28.49|30.41

28.64|31.31

28.72|26.78

28.87|30.17

28.92|26.29

28.99|25.82

29.18|31.93

29.31|29.99

29.43|28.02

29.58|29.46

29.75|31.08

29.87|28.40

30.04|30.46

30.21|30.62

30.31|26.96

30.45|28.02

30.56|27.75

30.65|24.36

30.79|30.08

30.73|17.63

30.94|30.34

31.11|31.64

31.09|19.60

31.23|26.25

31.26|26.98

31.12|13.80

31.45|35.89

31.55|30.78

31.40|11.59

31.84|41.62

32.20|44.18

31.93|8.08

32.23|32.66

32.35|31.50

32.15|14.68

32.14|29.00

31.97|14.03

31.88|5.78

32.88|81.87

32.10|-10.67

32.71|39.59

33.03|51.87

32.56|4.18

33.20|44.00

33.03|25.30

33.05|15.53

33.29|26.32

33.99|60.79

33.78|19.86

33.72|7.97

34.75|69.25

34.44|20.94

34.17|-4.46

35.01|72.67

34.54|11.57

34.32|2.20

34.93|56.73

34.52|7.86

34.22|5.78

34.37|31.66

33.98|5.38

33.96|15.95

34.39|46.47

34.00|9.22

33.93|12.27

34.38|52.94

34.10|16.81

33.89|8.10

34.23|42.02

33.87|8.83

33.57|4.87

33.86|37.25

33.61|14.02

33.42|10.71

33.44|24.28

33.11|6.94

33.04|16.79

32.95|21.63

32.60|3.76

32.57|18.42

32.48|22.60

32.12|3.98

32.21|25.14

32.25|27.08

31.87|4.46

31.87|19.80

31.83|24.68

31.48|8.01

31.38|13.85

31.42|27.70

31.07|4.81

31.14|23.77

31.22|28.54

30.82|4.15

30.72|12.63

30.71|25.39

30.36|7.64

30.13|7.98

30.11|21.55

29.78|6.86

29.48|5.65

29.36|15.84

29.11|10.21

28.86|8.34

28.76|17.43

28.45|6.69

28.33|14.74

28.17|15.90

27.90|8.81

27.75|12.39

27.60|15.66

27.32|7.23

27.19|14.23

27.07|16.12

26.80|7.69

26.68|13.73

26.52|14.38

26.29|9.52

26.15|12.48

26.07|17.70

25.81|7.48

25.58|6.93

25.48|15.32

25.18|5.76

24.95|7.06

24.78|10.55

24.49|6.33

24.20|3.94

24.01|10.59

23.66|2.97

23.30|1.35

23.09|7.98

22.81|7.34

22.45|1.37

22.18|4.59

21.98|11.18

21.64|3.29

21.43|7.77

21.27|12.41

20.95|4.68

20.72|6.89

20.55|12.01

20.22|3.48

19.93|4.15

19.76|11.03

19.43|4.09

19.20|6.81

19.06|12.25

18.82|8.34

18.61|8.08

18.49|13.47

18.29|10.04

18.05|6.37

17.91|11.68

17.65|6.58

17.42|5.89

17.26|10.26

17.03|7.66

16.80|5.84

16.66|11.53

16.47|9.61

16.22|5.46

16.10|11.32

15.91|9.67

15.70|7.24

15.58|10.94

15.44|11.13

15.23|6.48

15.06|7.83

14.92|10.84

14.70|5.99

14.54|8.17

14.39|9.27

14.19|7.32

14.03|8.08

13.90|10.20

13.73|7.83

13.58|8.53

13.46|9.97

13.31|8.58

13.20|10.05

13.10|11.11

12.97|9.24

12.87|9.88

12.77|10.85

12.65|8.74

12.53|8.68

12.43|10.27

12.31|8.60

12.21|9.04

12.12|10.39

12.01|8.86

11.93|10.00

11.87|11.14

11.79|9.99

11.73|10.65

11.68|11.03

11.62|10.20

11.55|9.54

11.50|10.24

11.40|7.86

11.33|8.76

11.24|7.96

11.13|7.28

11.02|6.69

10.96|8.86

10.88|8.55

10.77|7.54

10.66|6.00

10.65|11.14

10.53|7.16

10.43|5.75

10.40|9.25

10.29|7.01

10.18|5.70

10.12|8.66

10.05|8.12

9.93|5.17

9.87|7.90

9.77|6.70

9.69|6.76

