0.10

-90.00	0.08

-90.00	0.06

-90.00	0.04

-90.00	0.00

-112.00	-0.05

-167.17	-0.11

-177.05	-0.18

-200.00	-0.28

-200.00	-0.51

-200.00	-0.85

-200.00	-1.10

-200.00	-1.38

-200.00	-1.63

-200.00	-1.96

-200.00	-2.36

-200.00	-2.92

-200.00	-3.36

-200.00	-3.80

-200.00	-4.29

-200.00	-4.81

-200.00	-5.39

-200.00	-6.03

-200.00	-6.64

-200.00	-7.30

-200.00	-7.92

-200.00	-8.60

-200.00	-9.29

-200.00	-10.00

-200.00	-10.71

-200.00	-11.35

-200.00	-12.05

-200.00	-12.71

-200.00	-13.43

-200.00	-14.11

-200.00	-14.80

-200.00	-15.48

-200.00	-16.14

-200.00	-16.82

-200.00	-17.48

-200.00	-18.07

-200.00	-18.69

-200.00	-19.28

-200.00	-19.81

-200.00	-20.35

-200.00	-20.88

-200.00	-21.43

-200.00	-21.94

-200.00	-22.35

-200.00	-22.72

-200.00	-23.13

-200.00	-23.49

-200.00	-23.88

-200.00	-24.32

-200.00	-24.78

-200.00	-25.10

-200.00	-25.39

-200.00	-25.54

-200.00	-25.65

-200.00	-25.66

-141.21	-25.70

-200.00	-25.70

-103.08	-25.65

90.00	-25.46

200.00	-25.31

200.00	-25.00

200.00	-25.18

-200.00	-25.11

99.46	-24.80

200.00	-24.14

200.00	-23.44

200.00	-22.68

200.00	-21.96

200.00	-20.93

200.00	-20.32

200.00	-19.61

200.00	-18.88

200.00	-18.12

200.00	-17.19

200.00	-16.16

200.00	-15.09

200.00	-14.08

200.00	-12.92

200.00	-11.78

200.00	-10.58

200.00	-9.39

200.00	-8.20

200.00	-6.96

200.00	-5.71

200.00	-4.41

200.00	-3.09

200.00	-1.75

200.00	-0.27

200.00	0.99

200.00	2.20

200.00	3.40

200.00	4.57

200.00	5.77

200.00	6.79

200.00	7.82

200.00	8.91

200.00	10.15

200.00	11.34

200.00	12.49

200.00	13.66

200.00	14.91

200.00	16.32

200.00	17.63

200.00	18.68

200.00	20.01

200.00	21.12

200.00	22.03

200.00	22.82

200.00	24.07

200.00	24.97

200.00	26.13

200.00	26.90

200.00	27.71

200.00	28.40

200.00	29.17

200.00	29.82

200.00	30.42

200.00	31.05

200.00	31.78

200.00	32.73

200.00	33.27

200.00	33.72

200.00	34.34

200.00	34.72

200.00	34.96

200.00	35.18

200.00	35.33

200.00	35.36

200.00	35.74

200.00	35.83

200.00	35.97

200.00	36.01

200.00	35.88

-200.00	35.65

-200.00	35.29

-200.00	35.00

-200.00	34.61

-200.00	33.34

-200.00	33.07

-200.00	32.41

-200.00	32.06

-200.00	31.65

-200.00	31.28

-200.00	30.44

-200.00	29.40

-200.00	28.31

-200.00	27.30

-200.00	26.42

-200.00	25.31

-200.00	24.34

-200.00	23.29

-200.00	22.24

-200.00	21.06

-200.00	19.91

-200.00	19.24

-200.00	18.42

-200.00	17.46

-200.00	16.49

-200.00	15.51

-200.00	14.56

-200.00	13.67

-200.00	12.67

-200.00	11.53

-200.00	10.36

-200.00	9.21

-200.00	8.00

-200.00	6.78

-200.00	6.36

-200.00	5.55

-200.00	5.08

-200.00	4.75

-200.00	4.48

-200.00	4.02

-200.00	3.44

-200.00	2.46

-200.00	1.48

-200.00	0.98

-200.00	0.70

-200.00	0.49

-200.00	0.97

200.00	1.28

200.00	1.15

-200.00	1.06

-200.00	0.91

-200.00	0.93

90.00	0.66

-200.00	0.69

91.10	0.62

-200.00	0.72

200.00	0.83

200.00	1.04

200.00	1.07

106.31	1.61

200.00	1.58

-90.00	1.98

200.00	1.99

90.00	2.12

200.00	2.01

-200.00	2.37

200.00	3.17

200.00	4.00

200.00	4.38

200.00	5.01

200.00	5.57

200.00	6.22

200.00	6.68

200.00	6.93

200.00	7.44

200.00	7.79

200.00	8.57

200.00	9.25

200.00	9.93

200.00	10.74

200.00	11.53

200.00	12.16

200.00	12.89

200.00	13.46

200.00	13.96

200.00	14.37

200.00	15.09

200.00	15.56

200.00	16.03

200.00	16.36

200.00	17.01

200.00	17.62

200.00	18.10

200.00	18.58

200.00	19.04

200.00	19.49

200.00	19.96

200.00	20.53

200.00	21.10

200.00	21.50

200.00	21.74

200.00	21.90

200.00	22.55

200.00	23.63

200.00	24.15

200.00	24.70

200.00	25.02

200.00	25.26

200.00	25.66

200.00	26.13

200.00	26.30

200.00	26.49

200.00	26.60

200.00	26.51

-159.44	26.43

-109.02	26.38

-90.00	26.28

-189.79	26.27

90.00	25.58

-200.00	24.45

-200.00	23.64

-200.00	23.11

-200.00	23.10

90.00	23.93

200.00	23.24

-200.00	22.65

